CODMES_PLANIFICACION,FECDIA_TARGET,LLAMADAS_INGRESADAS_TARGET,CODMES_DATA_VARIABLES,LINEA,TRX_AGENTE,TRX_BCA_INTERNET,TRX_BCA_MOVIL,TRX_BCA_TELEFONO,TRX_CAJERO_AUTOMATICO,TRX_CAJERO_OTRAS_REDES,TRX_POS,TRX_APP_NEGOCIO,TRX_VENTANILLA,CLI_NORMAL_TOTAL_ODS,CLI_EXCL_TOTAL_ODS,CLI_SUPEREXCL_TOTAL_ODS,CLI_PEQYME_TOTAL_ODS,CLI_NO_BANCO_TOTAL_ODS,MAX_INGRESADAS_D_U1,MAX_INGRESADAS_D_U3,MAX_INGRESADAS_D_U6,MAX_INGRESADAS_U1,MAX_INGRESADAS_U3,MAX_INGRESADAS_U6,MIN_INGRESADAS_D_U1,MIN_INGRESADAS_D_U3,MIN_INGRESADAS_D_U6,MIN_INGRESADAS_U1,MIN_INGRESADAS_U3,MIN_INGRESADAS_U6,PROM_INGRESADAS_D_U1,PROM_INGRESADAS_D_U3,PROM_INGRESADAS_D_U6,PROM_INGRESADAS_U1,PROM_INGRESADAS_U3,PROM_INGRESADAS_U6,DIA_SEMANA_NUM,DIA_SEMANA_DES,TIPOLOGIA,CANT_DIAS_DESP_FACT_MEX_22,CANT_DIAS_DESP_FACT_ISA_10,CANT_DIAS_DESP_FACT_ISA_25,DIA_FACT_MEX_22,DIA_FACT_ISA_10,DIA_FACT_ISA_25
202001,20200422,30678,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,30558,35218,39761,37284,45016,45216,4246,4246,4246,4246,4246,4246,21713,25008,26948,22552,24285,24891,3,Mie,NORMAL,0,13,29,1,0,0
202002,20200523,18459,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,32494,32494,32494,42330,45016,45216,17634,17634,14900,8532,4246,4246,23992,22438,21888,24998,23895,24574,6,Sab,NORMAL,1,14,29,0,0,0
202004,20200713,39668,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,36885,46584,46584,39611,46584,46584,31186,27003,25641,5401,5401,4246,33834,35461,34101,26420,27042,25648,1,Lun,NORMAL,22,3,19,0,0,0
202005,20200824,38751,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,41672,46584,46584,47829,47829,47829,33984,29928,25641,3347,3347,3347,39078,37321,34688,30161,28737,26329,1,Lun,NORMAL,2,15,32,0,0,0
202102,20210507,34234,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,33555,38035,44944,40139,44799,49175,25495,3138,3138,3698,3138,47,29517,28513,31080,26416,29250,29553,5,Vie,NORMAL,16,28,13,0,0,0
202102,20210513,39867,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,34277,40055,44489,40139,44799,49175,27380,22058,22058,3698,3138,47,29158,32533,33259,26416,29250,29553,4,Jue,NORMAL,22,3,19,0,0,0
202103,20210614,37816,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,41325,44799,46040,47742,47742,47742,30780,29125,29125,1093,1093,47,35098,36748,38003,27657,28034,28969,1,Lun,PICO,24,4,21,0,0,0
202103,20210621,37445,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,41325,44799,46040,47742,47742,47742,30780,29125,29125,1093,1093,47,35098,36748,38003,27657,28034,28969,1,Lun,NORMAL,32,12,28,0,0,0
201708,20171125,14932,201706,PREGUNTAS FRECUENTES,20013203,18525878,31795880,4676608,22462921,212273,15107971,10862897,8808583,7273233,372784,35469,706300,11299317,12864,18564,23198,20288,24665,30178,11446,6698,6698,5129,1956,1956,11973,12646,13502,14334,14297,15544,6,Sab,NORMAL,3,16,0,0,0,0
201708,20171127,21889,201706,PREGUNTAS FRECUENTES,20013203,18525878,31795880,4676608,22462921,212273,15107971,10862897,8808583,7273233,372784,35469,706300,11299317,18626,22635,30178,20288,24665,30178,15899,11548,8375,5129,1956,1956,17597,17498,19187,14334,14297,15544,1,Lun,NORMAL,5,18,2,0,0,0
201712,20180327,19453,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,21396,34148,34148,31150,52376,52376,18727,15467,12675,3561,3561,2906,20078,21484,19111,17841,18483,16692,2,Mar,NORMAL,5,18,2,0,0,0
201712,20180329,13152,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,23018,26234,26234,31150,52376,52376,17628,13796,13340,3561,3561,2906,20175,19979,18158,17841,18483,16692,4,Jue,FERIADO,7,20,4,0,0,0
201801,20180426,17338,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,19698,26234,26234,25770,31150,52376,15429,13796,13340,3593,3561,3561,17014,18899,18420,16074,17129,17070,4,Jue,NORMAL,4,17,1,0,0,0
201801,20180427,20776,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,20072,31150,31150,25770,31150,52376,16290,7442,7442,3593,3561,3561,17957,18924,19053,16074,17129,17070,5,Vie,NORMAL,5,18,2,0,0,0
201804,20180707,15363,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,17037,17626,23732,31540,31540,31540,14133,14133,12594,1037,1037,1037,15254,15572,15937,17631,17278,17202,6,Sab,NORMAL,16,28,13,0,0,0
201806,20180924,20786,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,27570,31540,31540,30270,37631,37631,21734,18620,3826,6279,160,160,23824,24746,22001,19458,18956,17857,1,Lun,NORMAL,2,15,32,0,0,0
201902,20190511,18709,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,19583,26750,26750,30789,37125,37125,15108,15108,14824,7540,4237,0,17071,18704,18323,19261,19810,19929,6,Sab,NORMAL,20,1,17,0,0,0
201905,20190815,29868,201903,PREGUNTAS FRECUENTES,31397448,14698664,100703425,5673544,26916515,292812,26699689,13956227,8469653,9043973,390006,45511,791135,11115779,33709,33709,33709,33709,37670,37670,19845,12205,12205,6935,6019,4237,25953,21599,21729,22697,21042,20432,4,Jue,PICO,25,5,22,0,0,0
201905,20190819,34932,201903,PREGUNTAS FRECUENTES,31397448,14698664,100703425,5673544,26916515,292812,26699689,13956227,8469653,9043973,390006,45511,791135,11115779,31839,34108,37125,33709,37670,37670,27636,21404,15238,6935,6019,4237,29713,27647,26054,22697,21042,20432,1,Lun,NORMAL,29,9,26,0,0,0
201907,20191030,30699,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,34405,34405,34405,40878,40878,40878,25039,14019,14019,8047,6935,6019,28857,25808,23755,24918,23139,21549,3,Mie,NORMAL,8,21,5,0,0,0
201908,20191113,29451,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,32559,34405,34405,40958,40958,40958,26343,18779,14019,8889,7274,6019,28300,27677,24984,26856,24540,22791,3,Mie,NORMAL,23,3,20,0,0,0
201910,20200101,4246,201908,PREGUNTAS FRECUENTES,35218163,24156144,139792842,5653085,28308894,345057,31356405,14372128,8270396,9503238,392573,46323,821447,11058875,33394,39761,39761,38026,45216,45216,24065,23938,14019,8195,8060,6935,29495,28888,27291,24479,25498,24318,3,Mie,FERIADO,11,23,7,0,0,0
202001,20200421,30746,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,28620,40248,45216,37284,45016,45216,25173,17437,14517,4246,4246,4246,26232,28492,29322,22552,24285,24891,2,Mar,NORMAL,32,12,28,0,0,0
202007,20201014,33024,202005,PREGUNTAS FRECUENTES,32615672,24685309,200631965,3902954,14247866,186105,25023972,11909075,4691790,10314135,372852,46270,866798,11006459,43287,49721,49721,46242,55548,55548,35098,32223,24801,8484,3347,3347,38587,37846,34300,32458,33116,30112,3,Mie,NORMAL,23,4,20,0,0,0
202009,20201210,38410,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,44385,44385,51367,49175,49175,55548,28013,28013,12877,5002,5002,3347,35619,37097,36001,31135,31986,31562,4,Jue,NORMAL,19,0,16,0,1,0
202011,20210205,33555,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,34945,44944,45093,46040,49175,55548,30522,28475,28475,47,47,47,33020,33647,35752,29421,29853,31862,5,Vie,NORMAL,15,27,12,0,0,0
202104,20210705,48004,202102,PREGUNTAS FRECUENTES,35997313,23947585,226413957,4083574,16772313,222938,37297281,13167227,5199012,11280358,391579,46205,943029,11162939,42615,42615,46040,42615,47742,47742,28248,28248,28248,3224,1093,47,32966,34401,37205,23717,25938,28088,1,Lun,NORMAL,14,26,11,0,0,0
201812,20190322,19502,201810,PREGUNTAS FRECUENTES,24654230,13900686,66148467,4897474,23587413,214995,20711900,11202992,7770839,8573327,404858,44848,768137,11155381,25956,29615,30210,37125,37125,37125,18736,18736,15962,4237,0,0,22421,23883,22660,20750,20394,20044,5,Vie,NORMAL,0,13,26,1,0,0
201908,20191112,30201,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,35868,35960,35960,40958,40958,40958,26166,22489,19676,8889,7274,6019,30591,29646,27480,26856,24540,22791,2,Mar,NORMAL,22,2,19,0,0,0
201908,20191127,27638,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,32559,34405,34405,40958,40958,40958,26343,18779,14019,8889,7274,6019,28300,27677,24984,26856,24540,22791,3,Mie,NORMAL,5,18,2,0,0,0
201911,20200206,28396,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,29000,35558,38350,44997,45216,45216,25115,22786,21831,10021,8060,7274,27130,26869,26827,26158,25253,24894,4,Jue,NORMAL,16,28,13,0,0,0
202001,20200408,31450,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,30558,35218,39761,37284,45016,45216,4246,4246,4246,4246,4246,4246,21713,25008,26948,22552,24285,24891,3,Mie,NORMAL,18,30,15,0,0,0
202105,20210825,35880,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,43817,43817,43817,48273,48273,48273,31017,25432,25432,4741,1093,1093,38270,33361,34212,31636,27713,28473,3,Mie,NORMAL,3,16,0,0,0,1
202106,20210923,24129,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,39178,40157,40157,47708,48273,48273,25767,20315,20315,4961,,1093,33876,31467,31487,30590,,28359,4,Jue,NORMAL,1,14,30,0,0,0
202107,20211019,30661,202105,PREGUNTAS FRECUENTES,38208438,22016229,231341747,3145736,18101454,295121,44252799,14310581,5471112,11590924,390839,46410,957687,11161890,45939,48273,48273,53594,53594,53594,36628,25610,25306,10851,4741,1093,39643,38513,35620,34117,32087,29030,2,Mar,NORMAL,28,9,25,0,0,0
201712,20180316,20706,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,31150,31150,31150,31150,52376,52376,11963,7442,7442,3561,3561,2906,21365,20153,18408,17841,18483,16692,5,Vie,COSTADO,23,6,20,0,0,0
201806,20180912,20433,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,26310,37631,37631,30270,37631,37631,16857,16857,15497,6279,160,160,19939,21016,20234,19458,18956,17857,3,Mie,NORMAL,22,2,19,0,0,0
201806,20180928,25085,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,24914,24914,24914,30270,37631,37631,13322,13322,6973,6279,160,160,19984,20064,19062,19458,18956,17857,5,Vie,NORMAL,6,19,3,0,0,0
201904,20190711,23288,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,23196,30789,32369,34108,37670,37670,12205,12205,7910,6019,6019,4237,18291,19678,20887,20319,19905,20242,4,Jue,NORMAL,20,1,17,0,0,0
201907,20191021,26669,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,40878,40878,40878,40878,40878,40878,8878,8878,8878,8047,6935,6019,29097,29404,27660,24918,23139,21549,1,Lun,NORMAL,30,12,27,0,0,0
201909,20191210,26769,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,45216,45216,45216,45216,45216,45216,24942,24942,21404,8060,8047,6019,31949,,28954,25147,25645,23635,2,Mar,NORMAL,19,0,16,0,1,0
201909,20191220,24976,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,29449,35792,35792,45216,45216,45216,22568,19283,6019,8060,8047,6019,25786,27161,24843,25147,25645,23635,5,Vie,NORMAL,29,11,26,1,0,0
201912,20200325,33879,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,35218,35218,39761,45016,45016,45216,5048,5048,5048,5048,5048,5048,24438,28001,28322,24205,24934,25290,3,Mie,NORMAL,3,16,0,0,0,1
202004,20200706,44171,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,36885,46584,46584,39611,46584,46584,31186,27003,25641,5401,5401,4246,33834,35461,34101,26420,27042,25648,1,Lun,NORMAL,15,27,12,0,0,0
202004,20200729,37290,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,36702,38063,38063,39611,46584,46584,26639,24801,4246,5401,5401,4246,31692,30754,27881,26420,27042,25648,3,Mie,FERIADO,7,20,4,0,0,0
202005,20200819,39219,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,35625,38063,38063,47829,47829,47829,32223,26639,4246,3347,3347,3347,33842,32498,28518,30161,28737,26329,3,Mie,NORMAL,29,9,26,0,0,0
202007,20201024,21140,202005,PREGUNTAS FRECUENTES,32615672,24685309,200631965,3902954,14247866,186105,25023972,11909075,4691790,10314135,372852,46270,866798,11006459,29426,43882,43882,46242,55548,55548,22449,18459,17634,8484,3347,3347,25570,27713,26630,32458,33116,30112,6,Sab,NORMAL,2,15,30,0,0,0
202008,20201120,33275,202006,PREGUNTAS FRECUENTES,36320523,25292269,208994128,4904237,16802768,218015,28572522,13047454,5225646,10434334,372966,46359,878186,11008988,40058,45093,47829,45943,55548,55548,31742,31742,9036,5494,4383,3347,36252,37858,34666,32336,33849,31293,5,Vie,NORMAL,30,11,27,1,0,0
202011,20210202,38574,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,40524,49175,55548,46040,49175,55548,31505,30383,15679,47,47,47,36550,35797,38398,29421,29853,31862,2,Mar,COSTADO,12,24,8,0,0,0
201707,20171025,18332,201705,PREGUNTAS FRECUENTES,18962956,17639908,27046262,4217649,21606778,204429,14140625,10683078,8661919,7221429,372910,35205,702648,10226720,17880,22575,29996,22635,28136,30178,14221,14221,14221,2906,1956,1956,15686,17182,19141,13827,14814,15888,3,Mie,NORMAL,3,16,0,0,0,1
201708,20171120,23439,201706,PREGUNTAS FRECUENTES,20013203,18525878,31795880,4676608,22462921,212273,15107971,10862897,8808583,7273233,372784,35469,706300,11299317,18626,22635,30178,20288,24665,30178,15899,11548,8375,5129,1956,1956,17597,17498,19187,14334,14297,15544,1,Lun,NORMAL,30,11,27,0,0,0
201711,20180228,25977,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,25022,27181,27181,26234,52376,52376,10979,10979,10844,6684,3825,1956,18921,19395,17624,17483,18079,16178,3,Mie,PICO,6,19,3,0,0,0
201712,20180328,25432,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,20236,27181,27181,31150,52376,52376,18352,10979,10844,3561,3561,2906,19354,19933,18038,17841,18483,16692,3,Mie,PICO,6,19,3,0,0,0
201807,20181022,21886,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,33618,33618,33618,33618,37631,37631,21209,21209,17315,6277,160,160,26566,25393,23852,20592,19939,18631,1,Lun,NORMAL,0,13,28,1,0,0
201811,20190215,21127,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,29615,29615,30210,32369,36394,36394,22956,19221,13322,7793,0,0,27396,23664,22200,21626,20048,19828,5,Vie,PICO,25,5,22,0,0,0
201901,20190417,23771,201811,PREGUNTAS FRECUENTES,27710030,15588233,82088688,5679056,27272597,228776,23701947,12378676,8378518,8671602,404991,45017,773389,11162806,32757,32757,32757,32757,37125,37125,18409,18409,6972,4331,4237,0,24355,24490,23238,19364,20569,19837,3,Mie,NORMAL,27,7,24,0,0,0
201902,20190507,26576,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,24595,31714,31714,30789,37125,37125,19503,4237,0,7540,4237,0,22184,20096,21089,19261,19810,19929,2,Mar,NORMAL,16,28,13,0,0,0
201906,20190916,33109,201904,PREGUNTAS FRECUENTES,29594440,15762880,98246181,4749534,26300017,258366,26380835,13171616,7983174,9139838,390202,45718,797748,11102907,38873,38873,38873,38873,38873,38873,25046,24235,19700,7274,6019,4331,29480,29007,26536,21757,21603,20597,1,Lun,PICO,26,6,23,0,0,0
201810,20190110,18254,201808,PREGUNTAS FRECUENTES,28057595,19415543,73532752,6079941,29068673,283652,23232061,12810714,8486615,8393487,408753,40444,758542,11134239,22287,24401,26973,36394,36394,37631,18597,12494,12494,0,0,0,20719,19590,20987,18845,19105,19522,4,Jue,NORMAL,20,0,17,0,1,0
201903,20190604,31178,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,25564,28593,31714,37670,37670,37670,19676,4331,0,7253,4331,0,22372,20639,20906,20085,19580,19992,2,Mar,COSTADO,14,26,11,0,0,0
201903,20190625,22489,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,25564,28593,31714,37670,37670,37670,19676,4331,0,7253,4331,0,22372,20639,20906,20085,19580,19992,2,Mar,NORMAL,3,16,0,0,0,1
201907,20191004,29005,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,32467,32467,37670,40878,40878,40878,23204,19248,6019,8047,6935,6019,27187,25261,23445,24918,23139,21549,5,Vie,NORMAL,13,25,9,0,0,0
202001,20200403,26654,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,37284,37284,37284,37284,45016,45216,22792,13779,13779,4246,4246,4246,27275,26892,26775,22552,24285,24891,5,Vie,NORMAL,13,25,9,0,0,0
202004,20200731,38446,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,39611,39611,39611,39611,46584,46584,9036,9036,9036,5401,5401,4246,26489,27787,27305,26420,27042,25648,5,Vie,PICO,9,22,6,0,0,0
202103,20210623,30829,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,43191,43191,43191,47742,47742,47742,27695,26038,26038,1093,1093,47,33541,33369,34222,27657,28034,28969,3,Mie,NORMAL,1,14,30,0,0,0
202107,20211027,35243,202105,PREGUNTAS FRECUENTES,38208438,22016229,231341747,3145736,18101454,295121,44252799,14310581,5471112,11590924,390839,46410,957687,11161890,44680,47545,47545,53594,53594,53594,11271,11271,11271,10851,4741,1093,31543,36204,33601,34117,32087,29030,3,Mie,NORMAL,5,18,2,0,0,0
202109,20211228,27859,202107,PREGUNTAS FRECUENTES,39576230,28276894,239503185,3563876,18727119,298444,49819879,15024724,5555723,11755570,394459,46599,971550,11365933,36367,50797,50797,53274,57793,57793,26243,26243,25306,65,42,42,31261,38077,36661,27135,31447,29992,2,Mar,NORMAL,6,19,3,0,0,0
201709,20171202,23732,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,22026,22026,23198,23669,23669,30178,14315,6698,6698,6978,2906,1956,16354,13873,13963,16595,14901,15390,6,Sab,COSTADO,11,23,7,0,0,0
201801,20180417,20878,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,23538,23538,34148,25770,31150,52376,16773,16773,13489,3593,3561,3561,20120,20280,19778,16074,17129,17070,2,Mar,COSTADO,27,7,24,0,0,0
201803,20180609,14289,201801,PREGUNTAS FRECUENTES,22863548,20928326,46006287,5239835,24745010,213865,17645482,12066962,8833508,7977605,386176,37134,736535,11057991,17626,17626,23732,25432,25977,52376,15034,12594,12594,6973,3593,3561,16184,15028,16126,,16745,17624,6,Sab,NORMAL,19,32,16,0,0,0
201806,20180918,22127,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,30270,33945,33945,30270,37631,37631,19500,160,160,6279,160,160,23534,21248,20498,19458,18956,17857,2,Mar,NORMAL,28,8,25,0,0,0
201809,20181204,31714,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,30091,33003,33945,31032,33618,37631,20640,19253,160,7020,6277,160,23558,23840,22544,19713,19694,19327,2,Mar,COSTADO,13,25,9,0,0,0
202109,20211206,36344,202107,PREGUNTAS FRECUENTES,39576230,28276894,239503185,3563876,18727119,298444,49819879,15024724,5555723,11755570,394459,46599,971550,11365933,50522,57793,57793,53274,57793,57793,31757,18743,18743,65,42,,37803,41296,39626,27135,31447,29992,1,Lun,NORMAL,15,27,12,0,0,0
201709,20171214,23018,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,19871,19871,24665,23669,23669,30178,14522,13340,9998,6978,2906,1956,17930,16336,16270,16595,14901,15390,4,Jue,NORMAL,23,4,20,0,0,0
201812,20190312,19676,201810,PREGUNTAS FRECUENTES,24654230,13900686,66148467,4897474,23587413,214995,20711900,11202992,7770839,8573327,404858,44848,768137,11155381,31714,31714,33003,37125,37125,37125,4237,0,0,4237,0,0,20606,21173,22506,20750,20394,20044,2,Mar,NORMAL,19,2,16,0,0,0
201905,20190831,31315,201903,PREGUNTAS FRECUENTES,31397448,14698664,100703425,5673544,26916515,292812,26699689,13956227,8469653,9043973,390006,45511,791135,11115779,22166,26367,26750,33709,37670,37670,15990,14482,14482,6935,6019,4237,19013,18273,18488,22697,21042,20432,6,Sab,EFECTO F,9,22,6,0,0,0
201911,20200222,17634,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,27245,27245,31315,44997,45216,45216,14900,14900,14854,10021,8060,7274,22139,21338,21258,26158,25253,24894,6,Sab,NORMAL,0,13,29,0,0,0
202003,20200613,32951,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,37418,37418,37418,46584,46584,46584,20848,17634,14900,8267,4246,4246,28025,24459,22810,29555,25717,25324,6,Sab,NORMAL,23,3,20,0,0,0
202009,20201215,40530,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,49175,49175,55548,49175,49175,55548,30383,15679,15679,5002,5002,3347,37413,37709,38207,31135,31986,31562,2,Mar,COSTADO,24,5,21,0,0,0
202103,20210605,26628,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,22418,32154,32154,47742,47742,47742,21990,19026,19026,1093,1093,47,22188,24597,25487,27657,28034,28969,6,Sab,NORMAL,15,27,12,0,0,0
202103,20210612,20379,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,22418,32154,32154,47742,47742,47742,21990,19026,19026,1093,1093,47,22188,24597,25487,27657,28034,28969,6,Sab,NORMAL,22,2,19,0,0,0
201811,20190214,16298,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,32369,32369,32369,32369,36394,36394,7910,7910,7910,7793,0,0,21572,20681,20734,21626,20048,19828,4,Jue,NORMAL,24,4,21,0,0,0
201907,20191023,24065,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,34405,34405,34405,40878,40878,40878,25039,14019,14019,8047,6935,6019,28857,25808,23755,24918,23139,21549,3,Mie,NORMAL,1,14,29,0,0,0
